## valid for Solar Type Stars
## ranges containing exposed continuum
## By Eder Martioli - LNA Dec/2013
375.70	379.00
#385.00	388.00
#392.40	394.50
#399.40	402.00
#406.20	408.80
416.00 	421.00
442.42	462.57
472.23	482.50
490.00	499.64
502.58	514.78
519.54	523.00
528.83	535.76
535.80	586.88
592.90	652.71
659.65	713.00
721.29	724.00
732.00	759.09
769.50	790.69
796.64	812.00
823.84	848.34
855.76	864.42
868.13	873.67
881.11	884.58
888.43	896.00
981.00	1048.27
