 370.0000000  6.651865e+00
 372.0673218  5.547916e+00
 374.0656433  4.681511e+00
 376.0656433  3.983873e+00
 378.4317017  3.343201e+00
 381.0162048  2.784287e+00
 384.7405090  2.476477e+00
 386.7405090  2.317413e+00
 388.3812256  2.194038e+00
 391.4957886  2.087167e+00
 393.4957886  1.987751e+00
 395.0732117  1.912235e+00
 397.0732117  1.842645e+00
 399.9517212  1.817731e+00
 402.3196411  1.764802e+00
 405.0196533  1.725036e+00
 408.1680603  1.634906e+00
 413.6077881  1.539348e+00
 416.3054810  1.469499e+00
 420.6029968  1.413468e+00
 424.1686707  1.319421e+00
 428.3586426  1.273014e+00
 431.9561157  1.245953e+00
 436.5049133  1.217262e+00
 440.2100830  1.202588e+00
 444.8464966  1.196703e+00
 446.3944092  1.200600e+00
 448.4952393  1.207599e+00
 449.3114624  1.214856e+00
 451.9191284  1.234739e+00
 454.3233643  1.259275e+00
 455.9284363  1.282041e+00
 457.3354187  1.300572e+00
 458.9217834  1.320177e+00
 461.5032043  1.354396e+00
 462.1120300  1.360162e+00
 465.2786560  1.405475e+00
 467.0943909  1.430071e+00
 471.0908813  1.493776e+00
 472.5386658  1.515568e+00
 474.3677063  1.545889e+00
 476.0566406  1.571857e+00
 477.4552612  1.595379e+00
 479.5256958  1.628146e+00
 481.9828796  1.671054e+00
 483.5243225  1.694098e+00
 488.2891541  1.764047e+00
 490.6113586  1.799120e+00
 492.9458923  1.838966e+00
 494.3673706  1.863383e+00
 496.9335327  1.907483e+00
 497.3768005  1.915516e+00
 498.9931335  1.946494e+00
 503.4316711  2.050860e+00
 505.5238953  2.107149e+00
 507.7558594  2.167673e+00
 509.3374939  2.211476e+00
 510.1801147  2.235852e+00
 510.1939697  2.237085e+00
 510.1939697  2.238477e+00
 511.7366028  2.290789e+00
 514.9644165  2.421043e+00
 516.0267334  2.466735e+00
 519.0289307  2.599375e+00
 520.3040161  2.656022e+00
 521.9008789  2.727144e+00
 521.9008789  2.726448e+00
 521.9051514  2.726587e+00
 524.5032349  2.837971e+00
 525.6370239  2.882152e+00
 528.6586914  2.981349e+00
 530.9552612  3.038910e+00
 530.9552612  3.042330e+00
 533.5479126  3.077384e+00
 533.5479126  3.075654e+00
 534.2056274  3.079472e+00
 535.6331787  3.084383e+00
 535.6331787  3.086729e+00
 537.8864136  3.083627e+00
 541.6355591  3.066309e+00
 541.6355591  3.066945e+00
 542.6956177  3.058495e+00
 543.9891968  3.048354e+00
 545.8211670  3.040998e+00
 547.1729736  3.046147e+00
 551.8800659  3.109694e+00
 554.1550903  3.175328e+00
 556.0894775  3.251758e+00
 558.3451538  3.381615e+00
 559.9445801  3.507833e+00
 560.6513062  3.568754e+00
 560.6513062  3.569490e+00
 560.6730347  3.569808e+00
 563.2576904  3.851273e+00
 565.3002930  4.116533e+00
 567.7008667  4.448262e+00
 569.9505005  4.767863e+00
 571.9782715  5.055254e+00
 574.1017456  5.318883e+00
 574.5872192  5.369307e+00
 574.5872192  5.358928e+00
 574.9132080  5.381137e+00
 577.3307495  5.581161e+00
 579.5205688  5.679920e+00
 580.1920166  5.705112e+00
 580.1920166  5.712747e+00
 582.1182861  5.719567e+00
 584.3901978  5.663537e+00
 584.3946533  5.661429e+00
 586.4976807  5.572770e+00
 588.2081299  5.481944e+00
 590.3192749  5.355607e+00
 592.5935669  5.210043e+00
 595.0747070  5.058256e+00
 597.0721436  4.941800e+00
 599.3779907  4.817472e+00
 600.1895752  4.773748e+00
 601.7512817  4.710560e+00
 602.5504150  4.681750e+00
 604.2821655  4.626216e+00
 605.8847656  4.591599e+00
 610.9581299  4.562948e+00
 615.0890503  4.629199e+00
 616.7218018  4.684652e+00
 619.7173462  4.738377e+00
 620.1883545  4.740544e+00
 621.7092896  4.757067e+00
 621.7092896  4.755416e+00
 621.8897705  4.751380e+00
 622.8403320  4.757663e+00
 622.8403320  4.762057e+00
 624.8340454  4.770428e+00
 627.3262329  4.740186e+00
 630.7207031  4.647213e+00
 632.5773315  4.584144e+00
 633.3324585  4.555870e+00
 634.8621826  4.496121e+00
 636.5590210  4.424025e+00
 636.8165894  4.411797e+00
 638.9065552  4.316994e+00
 638.9488525  4.319997e+00
 642.2785645  4.165883e+00
 644.5050049  4.056745e+00
 647.0725708  3.936790e+00
 650.0482178  3.820653e+00
 652.0993042  3.761859e+00
 652.5009155  3.745793e+00
 660.0043945  3.667494e+00
 662.6460571  3.711455e+00
 665.9132690  3.822582e+00
 668.5922852  3.951702e+00
 671.1135864  4.106174e+00
 673.6103516  4.290470e+00
 675.9778442  4.499620e+00
 677.5589600  4.655862e+00
 677.5589600  4.660992e+00
 677.5853271  4.658486e+00
 680.5579834  4.982282e+00
 683.4297485  5.339700e+00
 685.9368896  5.679861e+00
 688.4771118  6.034137e+00
 691.2263794  6.427643e+00
 693.8884277  6.810949e+00
 696.2168579  7.144329e+00
 698.2817993  7.429830e+00
 698.2817993  7.427126e+00
 698.7589111  7.493078e+00
 701.4155273  7.822819e+00
 704.7891846  8.178686e+00
 707.3654785  8.372189e+00
 710.4388428  8.585276e+00
 712.3508301  8.690099e+00
 715.7221069  8.807468e+00
 715.7221069  8.804486e+00
 715.7327271  8.801683e+00
 715.7566528  8.798263e+00
 718.2988892  8.840017e+00
 718.3192749  8.839561e+00
 721.3561401  8.834589e+00
 724.8067017  8.785935e+00
 729.6994019  8.628202e+00
 731.9649048  8.535110e+00
 733.6793823  8.453033e+00
 737.2195435  8.268160e+00
 739.2250366  8.168049e+00
 739.2363281  8.158525e+00
 741.6746216  8.014969e+00
 742.5583496  7.955260e+00
 745.6434326  7.777108e+00
 748.7772827  7.594223e+00
 751.7843018  7.424342e+00
 754.9940186  7.239211e+00
 758.0617676  7.066228e+00
 765.2637329  6.679403e+00
 767.4768677  6.568415e+00
 767.4794922  6.564002e+00
 767.4794922  6.561138e+00
 768.1579590  6.530081e+00
 771.6612549  6.354771e+00
 774.4505615  6.221833e+00
 777.8021240  6.067640e+00
 781.4643555  5.902431e+00
 784.1437988  5.789595e+00
 787.4064331  5.635660e+00
 789.9136353  5.535032e+00
 791.4489136  5.472937e+00
