#Odometer  imageQuality    photometric
1263304	0.8	1
1263305	0.8	1
1263306	0.8	1
1263307	0.8	1
1263308	0.8	1
1263309	0.8	1
1263310	0.8	1
1263311	0.8	1
1263312	0.8	1
1263313	0.8	1
1263314	0.8	1
1263315	0.8	1
1263316	0.7	1
1263317	0.7	1
1263318	0.7	1
1263319	0.7	1
1263360	0.7	1
1263361	0.7	1
1263362	0.7	1
1263363	0.7	1
1263364	0.7	1
1263365	0.7	1
1263366	0.7	1
1263367	0.7	1
1263368	0.7	1
1263369	0.7	1
1263370	0.7	1
1263371	0.7	1
1263392	0.7	1
1263393	0.7	1
1263394	0.7	1
1263395	0.7	1
1263396	0.7	1
1263397	0.7	1
1263398	0.7	1
1263399	0.7	1
1263400	0.7	1
1263401	0.7	1
1263402	0.7	1
1263403	0.7	1
1263404	0.7	1
1263405	0.7	1
1263406	0.7	1
1263407	0.7	1
1263408	0.7	1
1263409	0.7	1
1263410	0.7	1
1263411	0.7	1
1263412	0.7	1
1263413	0.7	1
1263414	0.7	1
1263415	0.7	1
1263416	0.7	1
1263417	0.7	1
1263418	0.7	1
1263419	0.7	1
1263420	0.7	1
1263421	0.7	1
1263422	0.7	1
1263423	0.7	1
1263424	0.7	1
1263425	0.7	1
1263426	0.7	1
1263427	0.7	1
1263428	0.7	1
1263429	0.7	1
1263430	0.7	1
1263431	0.7	1
1263432	0.7	1
1263433	0.7	1
1263434	0.7	1
1263435	0.7	1
1263436	0.7	1
1263437	0.7	1
1263438	0.7	1
1263439	0.7	1
1263440	0.7	1
1263441	0.7	1
1263442	0.7	1
1263443	0.7	1
1263444	0.7	1
1263445	0.7	1
1263446	0.7	1
1263447	0.7	1
1263448	0.7	1
1263449	0.7	1
1263450	0.7	1
1263451	0.7	1
1263452	0.8	1
1263453	0.8	1
1263454	0.8	1
1263455	0.8	1
1263456	0.8	1
1263457	0.8	1
1263458	0.8	1
1263459	0.8	1
1263460	0.8	1
1263461	0.8	1
1263462	0.8	1
1263463	0.8	1
1263464	0.8	1
1263465	0.8	1
1263466	0.8	1
1263467	0.8	1
1263468	0.8	1
1263469	0.8	1
1263470	0.8	1
1263471	0.8	1
1263472	0.8	1
1263473	0.8	1
1263474	0.8	1
1263475	0.8	1
1263476	0.8	1
1263477	0.8	1
1263478	0.8	1
1263479	0.8	1
1263532	0.8	1
1263533	0.8	1
1263534	0.8	1
1263535	0.8	1
1263536	0.8	1
1263537	0.8	1
1263538	0.8	1
1263539	0.8	1
1263540	0.8	1
1263541	0.8	1
1263542	0.8	1
1263543	0.8	1
1263544	0.8	1
1263545	0.8	1
1263546	0.8	1
1263547	0.8	1
1263548	0.8	1
1263549	0.8	1
1263550	0.8	1
1263551	0.8	1
1263552	0.8	1
1263553	0.8	1
1263554	0.8	1
1263555	0.8	1
1263572	0.9	1
1263573	0.9	1
1263574	0.9	1
1263578	0.7	1
1263579	0.7	1
1263580	0.7	1
1252386	0.6	1
1252387	0.6	1
1252388	0.6	1
1252389	0.6	1
1252390	0.6	1
1252391	0.6	1
1252392	0.6	1
1252393	0.6	1
1252394	0.6	1
1252395	0.6	1
1252396	0.6	1
1252397	0.6	1
1252398	0.6	1
1252399	0.6	1
1252400	0.6	1
1252401	0.6	1
1252414	0.8	1
1252415	0.8	1
1252416	0.8	1
1252417	0.8	1
1252418	0.8	1
1252419	0.8	1
1252420	0.8	1
1252421	0.8	1
1252422	0.8	1
1252423	0.8	1
1252424	0.8	1
1252425	0.8	1
1252426	0.8	1
1252427	0.8	1
1252428	0.8	1
1252429	0.8	1
1252478	0.9	1
1252485	0.7	1
1252486	0.6	1
1252492	0.7	1
1287323	0.71	1
1287324	0.73	1
1287325	0.78	1
1287957	0.66	1
1287958	0.66	1
1287959	0.66	1
1287960	0.66	1
1288401	0.70	1
1288404	0.51	1
1288405	0.72	1
1316748	0.57	1
1316749	0.57	1
1316750	0.57	1
1316853	0.70	1
1316854	0.70	1
1316855	0.70	1
1316856	0.70	1
1316857	0.70	1
1316858	0.70	1
1316859	0.70	1
1316860	0.70	1
