330 0.22542E+07
331.6 0.22346E+07
333.2 0.22070E+07
334.8 0.21780E+07
336.4 0.21355E+07
338 0.21193E+07
339.6 0.20801E+07
341.2 0.20531E+07
342.8 0.20153E+07
344.4 0.19820E+07
346 0.19546E+07
347.6 0.19242E+07
349.2 0.18979E+07
350.8 0.18754E+07
352.4 0.18499E+07
354 0.18383E+07
355.6 0.18218E+07
357.2 0.18055E+07
358.8 0.17730E+07
360.4 0.17769E+07
362 0.17579E+07
363.6 0.17473E+07
365.2 0.17289E+07
366.8 0.17154E+07
368.4 0.16880E+07
370 0.16688E+07
371.6 0.16868E+07
373.2 0.17351E+07
374.8 0.17998E+07
376.4 0.18498E+07
378 0.19509E+07
379.6 0.18800E+07
381.2 0.20329E+07
382.8 0.18727E+07
384.4 0.20628E+07
386 0.21860E+07
387.6 0.19411E+07
389.2 0.18848E+07
390.8 0.21326E+07
392.4 0.21329E+07
394 0.21020E+07
395.6 0.18651E+07
397.2 0.17140E+07
398.8 0.19756E+07
400.4 0.19707E+07
402 0.19071E+07
403.6 0.19576E+07
405.2 0.19601E+07
406.8 0.19145E+07
408.4 0.17484E+07
410 0.15235E+07
411.6 0.17357E+07
413.2 0.17770E+07
414.8 0.17764E+07
416.4 0.17824E+07
418 0.17655E+07
419.6 0.17424E+07
421.2 0.17228E+07
422.8 0.16926E+07
424.4 0.16660E+07
426 0.16308E+07
427.6 0.16142E+07
429.2 0.15889E+07
430.8 0.15498E+07
432.4 0.14107E+07
434 0.12355E+07
435.6 0.14172E+07
437.2 0.14624E+07
438.8 0.14331E+07
440.4 0.14505E+07
442 0.14361E+07
443.6 0.14088E+07
445.2 0.13795E+07
446.8 0.13104E+07
448.4 0.13449E+07
450 0.13514E+07
451.6 0.13357E+07
453.2 0.13239E+07
454.8 0.13049E+07
456.4 0.12874E+07
458 0.12796E+07
459.6 0.12591E+07
461.2 0.12423E+07
462.8 0.12247E+07
464.4 0.12129E+07
466 0.12035E+07
467.6 0.11865E+07
469.2 0.11709E+07
470.8 0.11554E+07
472.4 0.11476E+07
474 0.11357E+07
475.6 0.11219E+07
477.2 0.11021E+07
478.8 0.10897E+07
480.4 0.10785E+07
482 0.10723E+07
483.6 0.10400E+07
485.2 0.90736E+06
486.8 0.87120E+06
488.4 0.10029E+07
490 0.10140E+07
491.6 0.98809E+06
493.2 0.98531E+06
494.8 0.98983E+06
496.4 0.97804E+06
498 0.96552E+06
499.6 0.94705E+06
501.2 0.92554E+06
502.8 0.92051E+06
504.4 0.90713E+06
506 0.90140E+06
507.6 0.89326E+06
509.2 0.88602E+06
510.8 0.87482E+06
512.4 0.86537E+06
514 0.85762E+06
515.6 0.84917E+06
517.2 0.84237E+06
518.8 0.83410E+06
520.4 0.82442E+06
522 0.81861E+06
523.6 0.81063E+06
525.2 0.80126E+06
526.8 0.79200E+06
528.4 0.78505E+06
530 0.77744E+06
531.6 0.76922E+06
533.2 0.76250E+06
534.8 0.75377E+06
536.4 0.74859E+06
538 0.74004E+06
539.6 0.73363E+06
541.2 0.72528E+06
542.8 0.71703E+06
544.4 0.71021E+06
546 0.70410E+06
547.6 0.69678E+06
549.2 0.69018E+06
550.8 0.68491E+06
552.4 0.67719E+06
554 0.67019E+06
555.6 0.66328E+06
557.2 0.65826E+06
558.8 0.65209E+06
560.4 0.64361E+06
562 0.63643E+06
563.6 0.62875E+06
565.2 0.62060E+06
566.8 0.61371E+06
568.4 0.60633E+06
570 0.60072E+06
571.6 0.59626E+06
573.2 0.58804E+06
574.8 0.58370E+06
576.4 0.57779E+06
578 0.57460E+06
579.6 0.57143E+06
581.2 0.56777E+06
582.8 0.56465E+06
584.4 0.56105E+06
586 0.55338E+06
587.6 0.53144E+06
589.2 0.53345E+06
590.8 0.53449E+06
592.4 0.52722E+06
594 0.52149E+06
595.6 0.51679E+06
597.2 0.51497E+06
598.8 0.51175E+06
600.4 0.50575E+06
602 0.50076E+06
603.6 0.49719E+06
605.2 0.49229E+06
606.8 0.48880E+06
608.4 0.48400E+06
610 0.47881E+06
611.6 0.47499E+06
613.2 0.47382E+06
614.8 0.46532E+06
616.4 0.46291E+06
618 0.45924E+06
619.6 0.45562E+06
621.2 0.45119E+06
622.8 0.44763E+06
624.4 0.44330E+06
626 0.43780E+06
627.6 0.42565E+06
629.2 0.42271E+06
630.8 0.42290E+06
632.4 0.42193E+06
634 0.41749E+06
635.6 0.41500E+06
637.2 0.41179E+06
638.8 0.41010E+06
640.4 0.40655E+06
642 0.40453E+06
643.6 0.40252E+06
645.2 0.39979E+06
646.8 0.39526E+06
648.4 0.38935E+06
650 0.38779E+06
651.6 0.38305E+06
653.2 0.37803E+06
654.8 0.35498E+06
656.4 0.31513E+06
658 0.35316E+06
659.6 0.36666E+06
661.2 0.36623E+06
662.8 0.36447E+06
664.4 0.36204E+06
666 0.35865E+06
667.6 0.34977E+06
669.2 0.35262E+06
670.8 0.35126E+06
672.4 0.34863E+06
674 0.34538E+06
675.6 0.34280E+06
677.2 0.33930E+06
678.8 0.33584E+06
680.4 0.33334E+06
682 0.33087E+06
683.6 0.32841E+06
685.2 0.32210E+06
686.8 0.27974E+06
688.4 0.27896E+06
690 0.28676E+06
691.6 0.29889E+06
693.2 0.30221E+06
694.8 0.30276E+06
696.4 0.30360E+06
698 0.30221E+06
699.6 0.29807E+06
701.2 0.29562E+06
702.8 0.29346E+06
704.4 0.29187E+06
706 0.28709E+06
707.6 0.28658E+06
709.2 0.28608E+06
710.8 0.28427E+06
712.4 0.28091E+06
714 0.27888E+06
715.6 0.27358E+06
717.2 0.25938E+06
718.8 0.24912E+06
720.4 0.25262E+06
722 0.26022E+06
723.6 0.24947E+06
725.2 0.24792E+06
726.8 0.24774E+06
728.4 0.24574E+06
730 0.24625E+06
731.6 0.24767E+06
733.2 0.24979E+06
734.8 0.24939E+06
736.4 0.24762E+06
738 0.24678E+06
739.6 0.24549E+06
741.2 0.24398E+06
742.8 0.24248E+06
744.4 0.24055E+06
746 0.23930E+06
747.6 0.23718E+06
749.2 0.23617E+06
750.8 0.23473E+06
752.4 0.23245E+06
754 0.23040E+06
755.6 0.22879E+06
757.2 0.22615E+06
758.8 0.18922E+06
760.4 0.94697E+05
762 0.12779E+06
763.6 0.13010E+06
765.2 0.16492E+06
766.8 0.19546E+06
768.4 0.20876E+06
770 0.21313E+06
771.6 0.21362E+06
773.2 0.21254E+06
774.8 0.21108E+06
776.4 0.20905E+06
778 0.20685E+06
779.6 0.20677E+06
781.2 0.20497E+06
782.8 0.20395E+06
784.4 0.20293E+06
786 0.20099E+06
787.6 0.19871E+06
789.2 0.19627E+06
790.8 0.19565E+06
792.4 0.19486E+06
794 0.19426E+06
795.6 0.19188E+06
797.2 0.19076E+06
798.8 0.18982E+06
800.4 0.18802E+06
802 0.18658E+06
803.6 0.18550E+06
805.2 0.18493E+06
806.8 0.18335E+06
808.4 0.18179E+06
810 0.18024E+06
811.6 0.17756E+06
813.2 0.17220E+06
814.8 0.16623E+06
816.4 0.16137E+06
818 0.16178E+06
819.6 0.16384E+06
821.2 0.16593E+06
822.8 0.15496E+06
824.4 0.16283E+06
826 0.16310E+06
827.6 0.15936E+06
829.2 0.15889E+06
830.8 0.15916E+06
832.4 0.15840E+06
834 0.15940E+06
835.6 0.15923E+06
837.2 0.15833E+06
838.8 0.15773E+06
840.4 0.15713E+06
842 0.15667E+06
843.6 0.15493E+06
845.2 0.15406E+06
846.8 0.15292E+06
848.4 0.15276E+06
850 0.14996E+06
851.6 0.15106E+06
853.2 0.14911E+06
854.8 0.14531E+06
856.4 0.14923E+06
858 0.14745E+06
859.6 0.14055E+06
861.2 0.14435E+06
862.8 0.14866E+06
864.4 0.14541E+06
866 0.13545E+06
867.6 0.13746E+06
869.2 0.14460E+06
870.8 0.14567E+06
872.4 0.14289E+06
874 0.13237E+06
875.6 0.12735E+06
877.2 0.13684E+06
878.8 0.14120E+06
880.4 0.14147E+06
882 0.14005E+06
883.6 0.13674E+06
885.2 0.12484E+06
886.8 0.11868E+06
